Date,Price,Open,High,Low,LQ45_Vol,Change %
23/08/2012,718.12,716.67,723.83,712.78,1.80B,-0.06%
21/08/2012,718.57,718.57,718.57,718.57,-,0.00%
16/08/2012,718.57,715.8,720.14,713.73,2.27B,0.44%
15/08/2012,715.42,708.5,715.57,706.26,1.61B,0.77%
14/08/2012,709.98,709.68,710.2,702.8,1.19B,0.56%
13/08/2012,706.03,715.24,716.47,702.94,1.13B,-1.05%
10/08/2012,713.49,710.55,716.02,708.91,1.57B,0.49%
09/08/2012,709.98,703.43,711.01,702.86,1.40B,1.26%
08/08/2012,701.16,699.78,702.95,698.26,1.63B,0.27%
07/08/2012,699.3,705.04,706.99,698.12,2.25B,-0.63%
06/08/2012,703.75,713.88,714.67,702.61,1.06B,0.00%
03/08/2012,703.76,697.91,704.59,695.56,877.50M,0.24%
02/08/2012,702.1,710,714.7,700.6,1.04B,-1.18%
01/08/2012,710.49,709.59,711.09,704.11,1.76B,-0.32%
31/07/2012,712.77,704.82,714.99,704.01,1.69B,1.49%
30/07/2012,702.29,703.57,706.27,698.44,1.10B,0.49%
27/07/2012,698.86,687.96,700.29,687.96,1.22B,2.68%
26/07/2012,680.63,678.25,681.98,674.58,825.18M,0.27%
25/07/2012,678.81,674.5,680.82,672.38,819.72M,0.10%
24/07/2012,678.1,682.94,687.58,676.26,1.03B,-0.63%
23/07/2012,682.43,686.36,687.77,680.52,883.25M,-1.89%
20/07/2012,695.6,700.14,702.22,692.82,836.46M,-0.65%
19/07/2012,700.12,700.82,702.63,695.57,1.14B,0.32%
18/07/2012,697.91,696.83,702.18,696.2,950.33M,0.09%
17/07/2012,697.28,695.71,699.4,694.16,798.99M,0.84%
16/07/2012,691.46,691.33,695.77,690.77,969.38M,0.62%
13/07/2012,687.18,681.03,688.83,680.85,778.01M,0.93%
12/07/2012,680.86,687.54,687.59,677.41,1.05B,-1.19%
11/07/2012,689.07,685.31,690.27,684.4,839.14M,0.46%
10/07/2012,685.9,681.12,686.38,679.1,1.03B,0.79%
09/07/2012,680.55,689.45,689.99,678.5,870.24M,-2.01%
06/07/2012,694.53,697.58,698.71,690.65,939.94M,-0.44%
05/07/2012,697.57,703,703.07,695.74,1.34B,-0.39%
04/07/2012,700.33,698.21,704.89,698.05,2.36B,0.67%
03/07/2012,695.66,686.84,696.51,686.1,1.92B,1.84%
02/07/2012,683.12,680.19,684.53,677.94,1.92B,1.23%
29/06/2012,674.79,666.83,680.16,666.83,1.30B,1.82%
28/06/2012,662.72,675.46,676.91,661.98,1.30B,-1.47%
27/06/2012,672.58,664.72,675.27,664.33,1.53B,1.47%
26/06/2012,662.81,656.29,665.74,655.6,1.60B,0.87%
25/06/2012,657.1,664.09,665.54,655.54,1.14B,-1.02%
22/06/2012,663.85,657.72,664.98,654.74,1.55B,-0.55%
21/06/2012,667.53,675.2,675.51,662.27,2.29B,-1.15%
20/06/2012,675.29,664.13,675.65,663.86,2.33B,1.94%
19/06/2012,662.42,657.51,664.12,655.74,1.16B,0.70%
18/06/2012,657.79,660.97,667.28,656.38,1.93B,1.16%
15/06/2012,650.25,649.99,654.12,642.66,3.11B,0.81%
14/06/2012,645.02,657,657.79,643.11,1.62B,-1.93%
13/06/2012,657.7,659.36,661.98,655.3,1.18B,0.15%
12/06/2012,656.71,651.59,657.29,649.27,1.09B,-0.21%
11/06/2012,658.08,659.58,663.63,654.93,1.35B,0.97%
08/06/2012,651.79,648.85,654.11,647.21,1.07B,-0.20%
07/06/2012,653.12,661.78,667.25,649.64,1.89B,0.06%
06/06/2012,652.73,633.05,652.87,632.85,2.17B,3.85%
05/06/2012,628.55,626.54,632.22,625.79,1.31B,2.08%
04/06/2012,615.72,623.63,629.4,612.28,1.55B,-4.01%
01/06/2012,641.43,642.52,648.21,638.52,1.05B,-0.66%
31/05/2012,645.69,654.04,654.87,641.93,2.06B,-2.75%
30/05/2012,663.96,659.12,665.49,655.96,897.88M,0.46%
29/05/2012,660.92,658.3,662.97,655.26,743.96M,0.04%
28/05/2012,660.64,651.38,663.87,646.54,860.07M,0.42%
25/05/2012,657.88,669.88,670.32,655.34,1.28B,-2.41%
24/05/2012,674.1,672.95,675.86,669.31,1.28B,0.03%
23/05/2012,673.89,674.22,674.77,666,1.15B,-0.78%
22/05/2012,679.19,671.41,680.19,670.93,1.49B,2.13%
21/05/2012,665.02,669.29,669.49,660.01,1.43B,-1.48%
16/05/2012,675.03,676.49,676.49,664.93,1.43B,-1.64%
15/05/2012,686.31,680.64,692.37,677.95,1.38B,-0.08%
14/05/2012,686.86,696.65,697.92,685.92,880.81M,-1.39%
11/05/2012,696.54,699.9,699.9,693.41,849.08M,-0.49%
10/05/2012,699.97,699.27,701.96,696.31,860.24M,0.08%
09/05/2012,699.38,709.89,709.89,697.4,1.07B,-1.51%
08/05/2012,710.12,706.8,711,705.77,948.53M,0.48%
07/05/2012,706.73,716.15,716.15,700.05,1.20B,-1.33%
04/05/2012,716.22,717.82,720.77,714.03,1.06B,-0.22%
03/05/2012,717.78,718.32,718.9,713.94,1.02B,-0.10%
02/05/2012,718.51,714.53,719.04,713.48,1.20B,0.57%
01/05/2012,714.42,711.47,714.51,708.88,923.49M,0.43%
30/04/2012,711.38,708.41,711.39,703.38,1.02B,0.42%
27/04/2012,708.39,712.29,714.1,707.23,1.05B,-0.53%
26/04/2012,712.2,708.05,716.84,707.96,1.15B,0.59%
25/04/2012,708,709.88,709.88,704.93,1.11B,-0.28%
24/04/2012,709.97,708.61,712.16,706.18,1.05B,0.20%
23/04/2012,708.55,713.09,714.66,704.08,1.71B,-0.63%
20/04/2012,713.06,709.02,713.31,708.54,2.05B,0.58%
19/04/2012,708.98,710.48,710.68,705.86,1.26B,-0.20%
18/04/2012,710.43,709.19,715.13,708.31,1.44B,0.20%
17/04/2012,709,707.7,713.12,706.29,1.34B,0.20%
16/04/2012,707.59,712.3,712.57,705.51,1.52B,-0.66%
13/04/2012,712.28,709.33,714.8,708.25,1.30B,0.43%
12/04/2012,709.26,708.25,711.74,704.31,1.34B,0.15%
11/04/2012,708.21,711.63,711.67,703.61,1.51B,-0.49%
10/04/2012,711.68,714.84,717.09,710.91,1.12B,-0.36%
09/04/2012,714.25,718.51,718.51,712.58,1.45B,-0.62%
05/04/2012,718.67,712.11,720.08,706.7,1.04B,0.88%
04/04/2012,712.38,731.54,731.54,710.79,1.25B,-2.63%
03/04/2012,731.63,720.68,736.67,720.68,1.93B,1.54%
02/04/2012,720.54,712.62,721.3,712.59,1.84B,1.12%
30/03/2012,712.55,708.56,715.36,707.02,1.16B,0.57%
29/03/2012,708.53,706.04,708.7,700.06,1.27B,0.35%
28/03/2012,706.08,703.94,706.75,700.21,973.67M,0.30%
27/03/2012,703.97,695.27,705.08,695.27,1.33B,1.27%
26/03/2012,695.11,696.86,701.94,690.84,1.07B,-0.24%
22/03/2012,696.81,696.18,697.62,693.32,850.70M,0.10%
21/03/2012,696.13,693.01,696.64,691.1,989.66M,0.45%
20/03/2012,692.99,694.14,695.78,689.17,906.44M,-0.15%
19/03/2012,694.02,694.83,697.92,691.4,749.50M,-0.10%
16/03/2012,694.74,698.12,702.36,692.76,937.91M,-0.46%
15/03/2012,697.98,702.13,704.66,696.43,1.53B,-0.58%
14/03/2012,702.04,693.16,703.67,693.16,1.33B,1.30%
13/03/2012,693.04,689.53,694.45,689.53,899.35M,0.53%
12/03/2012,689.38,687.37,693.33,685.54,855.18M,0.02%
09/03/2012,689.25,684.82,691.2,684.82,1.13B,0.67%
08/03/2012,684.66,679.11,685.45,679.09,913.03M,0.84%
07/03/2012,678.98,685.95,685.95,676.67,1.00B,-1.06%
06/03/2012,686.23,690.46,690.46,679.86,781.68M,-0.63%
05/03/2012,690.6,695.18,695.18,686.46,717.05M,-0.66%
02/03/2012,695.21,686.58,695.28,686.21,1.09B,1.28%
01/03/2012,686.42,692.73,692.73,684.41,747.32M,-0.92%
29/02/2012,692.77,674.38,693.19,674.38,1.65B,2.74%
28/02/2012,674.32,665.33,676.57,665.33,982.67M,1.36%
27/02/2012,665.28,671.56,671.7,659.59,992.11M,-0.95%
24/02/2012,671.65,684.9,685.1,663.23,1.64B,-1.94%
23/02/2012,684.97,693.89,693.89,684.09,1.16B,-1.30%
22/02/2012,693.98,696.36,696.36,690.46,1.38B,-0.35%
21/02/2012,696.43,694,698.74,693.04,1.39B,0.35%
20/02/2012,694.02,692.47,696.67,689.54,912.85M,0.23%
17/02/2012,692.4,681.71,692.53,681.71,1.11B,1.59%
16/02/2012,681.55,687.06,687.06,678.77,1.36B,-0.82%
15/02/2012,687.2,688.03,690.5,684.99,1.11B,-0.14%
14/02/2012,688.17,690.44,691.07,684.97,1.24B,-0.30%
13/02/2012,690.22,679.37,690.35,678.02,1.35B,1.60%
10/02/2012,679.35,694.38,694.47,676.53,1.61B,-2.18%
09/02/2012,694.47,696.92,696.92,689.62,1.45B,-0.36%
08/02/2012,696.95,690.28,697.61,688.51,1.50B,0.97%
07/02/2012,690.23,693.92,696.78,684.52,2.09B,-0.52%
06/02/2012,693.83,703.08,708.73,690.73,1.69B,-1.32%
03/02/2012,703.13,703,705.8,700.52,1.39B,0.01%
02/02/2012,703.07,695.13,704.41,695.13,1.93B,1.16%
01/02/2012,695.02,692.18,695.26,689.39,1.39B,0.41%
31/01/2012,692.16,686.83,692.87,684.12,895.99M,0.76%
30/01/2012,686.97,702.55,702.55,684.13,1.13B,-2.23%
27/01/2012,702.62,702.08,704.1,699.24,888.17M,0.08%
26/01/2012,702.05,698.59,702.18,695.27,1.69B,0.50%
25/01/2012,698.54,705.92,706.42,695.77,670.63M,-1.03%
24/01/2012,705.78,703.98,716.2,703.83,554.88M,0.27%
20/01/2012,703.86,706.1,711.57,699.51,1.15B,-0.29%
19/01/2012,705.91,701.3,711.62,701.3,1.60B,0.67%
18/01/2012,701.21,695.91,701.28,694.27,1.48B,0.75%
17/01/2012,695.96,688.17,696.13,688.17,2.36B,1.15%
16/01/2012,688.08,694.03,694.03,685.21,1.15B,-0.86%
13/01/2012,694.05,689.78,696.52,689.78,1.04B,0.60%
12/01/2012,689.89,691.61,693.37,686.02,1.07B,-0.24%
11/01/2012,691.52,697.53,701.48,690.33,1.29B,-0.86%
10/01/2012,697.51,687.71,698.16,687.25,2.42B,1.41%
09/01/2012,687.8,682.77,688.03,678.35,1.58B,0.71%
06/01/2012,682.93,691.73,691.79,679.24,848.53M,-1.27%
05/01/2012,691.69,691.87,695.84,688.84,1.31B,-0.02%
04/01/2012,691.84,680.71,693.96,680.71,1.97B,1.64%
03/01/2012,680.66,670.69,680.75,670.69,3.18B,1.47%
02/01/2012,670.81,673.41,674.23,667.8,1.02B,-0.40%
30/12/2011,673.51,671.15,675.1,670.95,1.32B,0.36%
29/12/2011,671.11,663.67,672.34,655.63,790.07M,1.12%
28/12/2011,663.69,670.04,670.04,658.93,579.57M,-0.94%
27/12/2011,670.01,671.34,673.65,663.31,530.66M,-0.21%
23/12/2011,671.39,671.07,677.32,667.85,952.89M,0.06%
22/12/2011,670.98,669.4,673.7,667.97,1.76B,0.14%
21/12/2011,670.04,662.14,674.83,662.14,2.09B,1.21%
20/12/2011,662.02,665.17,670.22,660.35,2.11B,-0.45%
19/12/2011,665.03,663.28,665.75,661,928.86M,0.26%
16/12/2011,663.31,650.17,666.47,650.17,1.74B,2.04%
15/12/2011,650.08,660.62,660.62,642.85,1.76B,-1.61%
14/12/2011,660.73,662.3,663.04,658.72,2.25B,-0.24%
13/12/2011,662.34,670,670,658.55,1.28B,-1.17%
12/12/2011,670.18,663.83,672.37,663.83,1.04B,1.01%
09/12/2011,663.46,668.16,668.16,657.21,970.76M,-0.73%
08/12/2011,668.34,671.51,671.51,665.31,1.59B,-0.47%
07/12/2011,671.49,664.6,671.5,664.18,1.13B,1.06%
06/12/2011,664.43,669.43,669.61,661.32,612.23M,-0.78%
05/12/2011,669.62,669.68,672.38,665.94,584.19M,0.02%
02/12/2011,669.5,669.18,670.53,664.98,499.56M,0.06%
01/12/2011,669.09,656.5,676.39,656.5,1.49B,1.93%
30/11/2011,656.41,652.67,659.61,648.52,957.45M,0.59%
29/11/2011,652.58,643.19,658.26,643.1,816.11M,1.47%
28/11/2011,643.14,641.61,650.76,637.08,732.61M,0.27%
25/11/2011,641.43,653.33,653.33,639.58,717.21M,-1.82%
24/11/2011,653.3,650.88,654.47,644.47,654.56M,0.35%
23/11/2011,651.04,659.79,659.79,647.13,897.84M,-1.36%
22/11/2011,660.02,648.57,660.06,646.6,1.05B,1.76%
21/11/2011,648.59,663.86,663.86,646.45,949.40M,-2.31%
18/11/2011,663.92,673.23,673.23,662.34,753.74M,-1.39%
17/11/2011,673.25,678.42,678.42,671.43,674.23M,-0.78%
16/11/2011,678.52,678.21,679.73,669.65,1.54B,0.05%
15/11/2011,678.19,682.94,682.94,675.42,895.43M,-0.69%
14/11/2011,682.92,671.99,682.92,671.99,1.62B,1.64%
11/11/2011,671.88,673.95,677.59,669.64,670.84M,-0.29%
10/11/2011,673.86,689.06,689.06,666.18,1.38B,-2.24%
09/11/2011,689.29,678.57,690.26,678.57,1.57B,1.61%
08/11/2011,678.37,673.95,679.43,673.95,1.02B,0.67%
07/11/2011,673.83,674.61,676.04,671.66,1.15B,-0.13%
04/11/2011,674.74,659.39,678.98,659.39,1.63B,2.35%
03/11/2011,659.24,671.16,671.16,655.66,1.74B,-1.77%
02/11/2011,671.09,653.6,671.16,641.23,2.91B,2.64%
01/11/2011,653.81,675.39,675.59,653.38,2.34B,-3.22%
31/10/2011,675.57,684.11,684.11,669.07,1.31B,-1.22%
28/10/2011,683.88,680.14,692.81,680.14,2.73B,0.59%
27/10/2011,679.89,666.73,681.02,666.73,3.21B,2.01%
26/10/2011,666.5,660.65,667.07,654.37,1.27B,0.88%
25/10/2011,660.67,659.59,665.8,658.25,1.10B,0.16%
24/10/2011,659.62,640.36,661.47,640.36,2.30B,3.03%
21/10/2011,640.25,641.3,645.95,634.84,1.67B,-0.16%
20/10/2011,641.28,653.9,653.9,635.1,1.52B,-1.95%
19/10/2011,654.01,641.38,656.92,641.38,2.12B,1.99%
18/10/2011,641.24,660.92,660.92,633.44,2.29B,-3.01%
17/10/2011,661.17,649.85,663.87,649.85,3.89B,1.77%
14/10/2011,649.69,651.96,655.2,645.25,2.20B,-0.36%
13/10/2011,652.05,645.66,657.81,645.66,4.27B,1.01%
12/10/2011,645.51,620.68,645.9,619.27,4.40B,3.63%
11/10/2011,622.9,606.1,629.62,606.1,2.62B,2.80%
10/10/2011,605.96,599.95,606.29,597.35,882.14M,0.95%
07/10/2011,600.23,603.72,622.06,598.76,2.30B,-0.56%
06/10/2011,603.63,574.16,604.89,574.16,2.46B,5.15%
05/10/2011,574.09,569.48,579.65,569.48,1.87B,0.81%
04/10/2011,569.46,583.85,586.32,567.01,2.55B,-2.53%
03/10/2011,584.22,622.41,622.41,580.39,2.34B,-6.17%
30/09/2011,622.64,620.84,630.29,617.89,1.64B,0.29%
29/09/2011,620.81,614.49,624.95,604.06,1.34B,1.02%
28/09/2011,614.53,604.8,618.66,600.67,2.06B,1.62%
27/09/2011,604.71,574.29,609.84,574.29,2.40B,5.32%
26/09/2011,574.15,592.53,594.39,555.26,2.96B,-3.13%
23/09/2011,592.72,577.78,593.1,553.53,2.24B,2.51%
22/09/2011,578.21,643,643,576.71,2.80B,-10.13%
21/09/2011,643.39,654.37,654.46,641.15,1.14B,-1.68%
20/09/2011,654.41,654.28,654.73,638.03,1.86B,0.01%
19/09/2011,654.34,669.82,669.82,650.93,1.20B,-2.35%
16/09/2011,670.1,660.03,674.75,660.03,1.23B,1.57%
15/09/2011,659.76,665.02,671.9,646.18,1.49B,-0.78%
14/09/2011,664.93,680.61,685.35,660.1,1.58B,-2.29%
13/09/2011,680.54,684.21,691.46,676.18,1.10B,-0.53%
12/09/2011,684.18,704.93,704.93,681.05,977.29M,-2.99%
09/09/2011,705.25,709.46,713.17,704.08,938.69M,-0.63%
08/09/2011,709.69,710.16,713.78,704.43,1.36B,-0.06%
07/09/2011,710.1,687.65,710.41,687.65,1.80B,3.29%
06/09/2011,687.51,682.81,688.32,674.5,1.20B,0.66%
05/09/2011,682.97,676.48,693.74,676.25,1.33B,0.99%
26/08/2011,676.25,675.94,678.79,668,1.01B,-0.02%
25/08/2011,676.4,678.46,686.36,674.91,1.08B,-0.29%
24/08/2011,678.37,686.23,691.01,677.04,1.64B,-1.11%
23/08/2011,686,677.94,686.9,673.84,1.91B,1.21%
22/08/2011,677.83,679.43,682.33,662.18,2.12B,-0.20%
19/08/2011,679.2,715.04,715.04,674.85,3.02B,-5.05%
18/08/2011,715.34,700.54,715.34,700.54,3.08B,2.13%
16/08/2011,700.4,702.45,710.47,697.14,2.98B,-0.29%
15/08/2011,702.43,689.67,702.96,689.67,1.71B,1.86%
12/08/2011,689.6,686.11,697.04,684.52,2.64B,0.48%
11/08/2011,686.29,685.2,686.88,673.69,3.07B,0.15%
10/08/2011,685.25,660.74,690.81,660.74,3.13B,3.75%
09/08/2011,660.51,680.94,688.59,630.9,4.54B,-3.14%
08/08/2011,681.95,693.09,693.09,659.15,4.09B,-1.64%
05/08/2011,693.29,729.56,729.56,682.82,4.25B,-5.04%
04/08/2011,730.1,732.79,736.89,725.02,2.11B,-0.36%
03/08/2011,732.74,740.57,740.57,724.4,2.07B,-1.07%
02/08/2011,740.64,742.27,743.33,734.95,2.75B,-0.25%
01/08/2011,742.5,730.07,742.5,730.07,2.38B,1.73%
29/07/2011,729.84,733.3,736.17,724.12,1.63B,-0.44%
28/07/2011,733.06,740.51,740.51,728.97,1.97B,-1.07%
27/07/2011,740.99,731.01,741.82,729.52,2.75B,1.36%
26/07/2011,731.04,720.92,731.37,719.87,3.62B,1.38%
25/07/2011,721.09,725.33,725.33,716.61,3.03B,-0.67%
22/07/2011,725.94,718.52,726.73,718.52,2.82B,1.10%
21/07/2011,718.03,714.07,719.36,713.85,2.23B,0.56%
20/07/2011,714.04,710.25,716.72,708.46,2.29B,0.54%
19/07/2011,710.21,714.55,714.55,706.46,2.11B,-0.62%
18/07/2011,714.62,713.42,717.52,712.54,1.29B,0.20%
15/07/2011,713.18,707.74,713.63,706.09,1.15B,0.78%
14/07/2011,707.68,704.83,707.74,703.44,1.49B,0.40%
13/07/2011,704.85,698.11,704.85,698.11,1.15B,0.97%
12/07/2011,698.05,708.86,708.86,695.57,1.52B,-1.54%
11/07/2011,708.96,710.65,710.65,703.96,806.94M,-0.27%
08/07/2011,710.9,696.59,712.07,696.59,1.22B,2.07%
07/07/2011,696.51,692.63,699.58,692.49,920.55M,0.57%
06/07/2011,692.59,696.78,698.5,688.65,916.12M,-0.62%
05/07/2011,696.9,704.15,705.45,692.68,1.30B,-1.04%
04/07/2011,704.24,698.88,707.24,698.88,1.15B,0.77%
01/07/2011,698.86,690.55,705.74,690.55,1.55B,1.19%
30/06/2011,690.65,678.13,693.11,678.13,1.74B,1.85%
28/06/2011,678.08,675.28,680.5,675.28,1.03B,0.42%
27/06/2011,675.26,681.45,681.45,674.21,1.19B,-0.92%
24/06/2011,681.5,676.73,683.48,675.09,1.68B,0.70%
23/06/2011,676.75,675.81,678.63,671.82,1.54B,0.13%
22/06/2011,675.88,670.93,676.6,670.93,2.00B,0.75%
21/06/2011,670.84,660.46,671.63,660.46,2.06B,1.59%
20/06/2011,660.31,658.87,665.08,656.83,1.37B,0.23%
17/06/2011,658.79,661.67,666.57,654.81,2.09B,-0.47%
16/06/2011,661.91,672.09,672.09,658.61,2.30B,-1.52%
15/06/2011,672.16,667.73,675.38,667.73,1.77B,0.67%
14/06/2011,667.71,662.96,668.29,660.47,1.20B,0.68%
13/06/2011,663.21,669.99,669.99,659.64,1.70B,-1.02%
10/06/2011,670.07,673.63,676.76,668.39,1.19B,-0.49%
09/06/2011,673.38,677.76,678.25,671.78,1.66B,-0.65%
08/06/2011,677.81,682.12,682.12,674.82,2.35B,-0.63%
07/06/2011,682.14,681.22,682.21,676.99,2.13B,0.06%
06/06/2011,681.71,684.43,684.43,678.56,1.61B,-0.41%
03/06/2011,684.5,682.27,684.5,677.04,1.43B,0.32%
01/06/2011,682.29,682.31,686.78,680.77,3.35B,0.01%
31/05/2011,682.25,680.73,683.87,679.03,3.80B,0.23%
30/05/2011,680.68,681.05,682.62,678.11,1.40B,-0.09%
27/05/2011,681.29,678.85,682.26,673.24,1.10B,0.35%
26/05/2011,678.88,672.46,680.24,672.46,2.02B,0.96%
25/05/2011,672.41,673.41,673.78,668.38,2.61B,-0.17%
24/05/2011,673.54,673.38,673.93,669.17,3.25B,0.02%
23/05/2011,673.4,691.65,691.65,669.72,4.14B,-2.67%
20/05/2011,691.84,689.4,692.02,688.14,2.10B,0.36%
19/05/2011,689.38,684.62,690.9,684.62,4.41B,0.71%
18/05/2011,684.52,676.34,686.22,676.34,3.29B,1.25%
16/05/2011,676.1,682.37,682.37,672.64,2.78B,-0.92%
13/05/2011,682.4,678.38,682.73,678.38,5.30B,0.62%
12/05/2011,678.19,686.33,686.33,675.87,6.27B,-1.20%
11/05/2011,686.42,677.13,686.48,677.13,4.32B,1.37%
10/05/2011,677.11,674.64,678.24,673.55,5.15B,0.40%
09/05/2011,674.39,677.66,678.66,673.11,2.22B,-0.48%
06/05/2011,677.61,680.82,680.82,674.39,2.44B,-0.48%
05/05/2011,680.89,681.46,682.29,675.7,4.51B,-0.10%
04/05/2011,681.58,681.01,681.94,674.17,3.57B,0.08%
03/05/2011,681.06,686.86,686.86,678.68,1.89B,-0.92%
02/05/2011,687.35,680.68,687.35,680.68,1.93B,0.99%
29/04/2011,680.63,680.65,681.72,676.48,1.58B,-0.04%
28/04/2011,680.89,681.18,684.74,676.48,1.88B,-0.04%
27/04/2011,681.16,676.1,683.27,676.1,2.51B,0.76%
26/04/2011,676.02,679.13,679.87,669.49,2.33B,-0.49%
25/04/2011,679.37,682.44,684.62,677.1,782.96M,-0.44%
21/04/2011,682.37,682.63,686.44,679.02,1.78B,0.02%
20/04/2011,682.2,668.7,682.39,668.7,3.02B,2.03%
19/04/2011,668.63,667.82,668.8,660.02,970.58M,0.11%
18/04/2011,667.87,668.61,670.53,665.1,988.83M,-0.13%
15/04/2011,668.73,663.62,669.48,663.62,1.10B,0.77%
14/04/2011,663.65,668.65,668.65,661.56,1.19B,-0.74%
13/04/2011,668.6,664.83,669.21,660.4,1.67B,0.56%
12/04/2011,664.9,670.47,670.47,661.35,998.62M,-0.84%
11/04/2011,670.51,669.36,676.1,667.55,1.19B,0.14%
08/04/2011,669.6,667.78,672.35,665.73,1.91B,0.28%
07/04/2011,667.76,666.14,669.6,662.16,1.52B,0.32%
06/04/2011,665.64,658.73,666.2,655.05,1.38B,1.04%
05/04/2011,658.76,662.43,662.48,656.2,1.02B,-0.56%
04/04/2011,662.5,664.98,670.02,658.95,991.27M,-0.38%
01/04/2011,665.01,659.15,665.66,658.95,1.67B,0.90%
31/03/2011,659.05,650.93,660.25,650.02,2.52B,1.26%
30/03/2011,650.88,642.16,652.12,642.14,2.00B,1.36%
29/03/2011,642.13,645.07,645.07,637.82,1.86B,-0.49%
28/03/2011,645.31,646.46,648.18,640.49,847.68M,-0.35%
25/03/2011,647.56,647.78,654.43,644.07,1.47B,-0.03%
24/03/2011,647.73,636.82,647.77,635.49,1.92B,1.72%
23/03/2011,636.75,627.54,636.83,625.46,978.29M,1.44%
22/03/2011,627.7,628.23,630.91,623.11,897.24M,-0.08%
21/03/2011,628.2,620.97,628.53,620.97,822.54M,1.13%
18/03/2011,621.21,619.9,626.14,617.65,1.64B,0.24%
17/03/2011,619.75,629.43,629.43,615.62,1.17B,-1.55%
16/03/2011,629.48,629.35,632,622.4,1.61B,0.03%
15/03/2011,629.3,637.97,637.97,619.77,2.20B,-1.38%
14/03/2011,638.11,631.48,640.69,627.89,2.09B,1.05%
11/03/2011,631.5,641.67,641.67,624.97,1.91B,-1.60%
10/03/2011,641.76,643.99,643.99,636.77,1.52B,-0.35%
09/03/2011,644.04,640.32,647.36,639.57,1.72B,0.56%
08/03/2011,640.44,637.55,640.44,635.15,1.62B,0.44%
07/03/2011,637.63,632.58,638.29,628.86,1.14B,0.76%
04/03/2011,632.82,621.38,633.18,621.38,1.93B,1.87%
03/03/2011,621.23,618.19,624.32,617.48,1.71B,0.42%
02/03/2011,618.62,622.62,622.62,614.64,1.68B,-0.66%
01/03/2011,622.74,614.09,623.38,614.09,1.88B,1.42%
28/02/2011,614.02,607.72,614.3,606.42,1.39B,1.04%
25/02/2011,607.7,607.71,611.07,605.08,1.62B,0.02%
24/02/2011,607.57,616.07,616.07,604.01,1.66B,-1.39%
23/02/2011,616.14,610.32,618.18,606.57,1.39B,0.97%
22/02/2011,610.22,620.03,620.03,606.56,1.06B,-1.59%
21/02/2011,620.11,618.61,623.28,616.26,1.30B,0.22%
18/02/2011,618.75,604.86,620.85,604.86,2.07B,2.34%
17/02/2011,604.62,600.72,606.69,600.72,1.36B,0.66%
16/02/2011,600.67,600.12,600.77,593.02,1.03B,0.08%
14/02/2011,600.17,595.33,603.01,595.33,1.08B,0.85%
11/02/2011,595.12,590.37,595.83,583.38,1.06B,0.76%
10/02/2011,590.61,599.57,599.57,582.86,1.29B,-1.51%
09/02/2011,599.64,609.6,609.6,594.42,1.40B,-1.70%
08/02/2011,610.02,615.94,618.85,608.04,1.29B,-0.95%
07/02/2011,615.87,616.44,622.17,611.96,813.80M,-0.05%
04/02/2011,616.2,612.59,617.32,608.47,947.64M,0.59%
02/02/2011,612.56,605.3,616.28,605.3,1.24B,1.23%
01/02/2011,605.13,598.34,607.98,598.34,1.71B,1.22%
31/01/2011,597.85,614.22,614.22,591.76,1.51B,-2.68%
28/01/2011,614.34,620.09,620.09,608.92,1.12B,-0.95%
27/01/2011,620.22,618.17,628.48,616.18,1.85B,0.29%
26/01/2011,618.42,603.28,618.54,598.62,1.87B,2.52%
25/01/2011,603.22,585.47,606.74,585.47,1.67B,3.08%
24/01/2011,585.22,590.49,593.41,579.31,1.37B,-0.85%
21/01/2011,590.24,605.5,605.5,573.16,2.18B,-2.56%
20/01/2011,605.72,621.66,621.66,603.24,1.80B,-2.58%
19/01/2011,621.74,624.32,626.31,616.55,1.56B,-0.41%
18/01/2011,624.32,622.41,624.36,615.84,1.53B,0.33%
17/01/2011,622.29,628.97,629.16,616.32,1.09B,-1.08%
14/01/2011,629.07,628.93,630.27,618.73,1.51B,0.01%
13/01/2011,629.01,626.63,643.07,626.03,2.64B,0.40%
12/01/2011,626.49,605.44,626.65,605.44,2.21B,3.49%
11/01/2011,605.37,611.62,625.85,601.36,2.42B,-1.04%
10/01/2011,611.75,642.49,642.49,606.92,2.85B,-4.79%
07/01/2011,642.53,665.59,665.59,637.12,1.87B,-3.54%
06/01/2011,666.08,677.53,678.9,662.49,1.40B,-1.72%
05/01/2011,677.72,673.02,679.07,665.95,1.72B,0.70%
04/01/2011,673.04,668.02,674.94,667.09,3.32B,0.76%
03/01/2011,667.95,661.62,669.62,661.62,2.04B,0.99%
30/12/2010,661.38,660.77,665.66,658.99,1.13B,0.08%
29/12/2010,660.85,653.88,662.67,653.88,896.09M,1.07%
28/12/2010,653.85,647.71,656.46,646.98,1.11B,0.97%
27/12/2010,647.59,644.23,647.93,641.95,688.62M,0.54%
23/12/2010,644.11,648,648.98,639.54,660.94M,-0.56%
22/12/2010,647.75,652.04,654.92,645.82,954.08M,-0.65%
21/12/2010,651.98,638.42,653.64,638.42,1.26B,2.15%
20/12/2010,638.24,639.59,640.57,630.02,1.93B,0.10%
17/12/2010,637.59,635.74,643.37,628.39,1.76B,0.28%
16/12/2010,635.81,654.6,654.6,632.91,2.37B,-2.90%
15/12/2010,654.82,660.64,660.64,645.66,2.18B,-0.82%
